"year","species","D_cm","H_m","V_m3","X_utm","Y_utm"
1967,"piab",35.5,25.54,1,40.09,72.01
1974,"piab",33.565,25.506,1,61.16,39.5
1967,"piab",26,22.66,0.4,37.02,68.2
1969,"piab",26.111,22.876,0.4,84.6,55.54
1974,"piab",31.54,24.992,0.7,2.48,1.45
1968,"piab",43.444,27.412,1.8,57.72,37.16
1967,"piab",35.9,25.64,1,26.93,36.22
1968,"piab",33.075,25.005,1,76.87,65.62
1967,"piab",26.7,22.91,0.4,76.81,5.15
1969,"piab",24.388,22.653,0.4,50.27,30.59
1969,"piab",35.29,25.663,1,54.66,37.58
1967,"piab",41,26.87,1.4,68.78,23.32
1969,"piab",32.021,24.731,0.7,61.16,39.5
1967,"piab",31.5,24.43,0.7,83.13,78.72
1975,"piab",37.377,26.628,1,82.83,38
1975,"piab",21.81,21.853,0.2,72.5,43.31
1967,"piab",31.2,24.34,0.7,9.64,88.59
1975,"piab",29.24,27.395,0.7,90.76,44.35
1974,"piab",21,21.401,0.2,35.96,57.7
1967,"piab",33.4,24.97,1,28.81,55.71
1974,"piab",30.83,25.355,0.7,19.31,56.03
1975,"piab",36.132,25.874,1,79.33,4.64
1967,"piab",35.8,25.61,1,87.66,18.48
1969,"piab",29.941,24.099,0.7,86.02,79.48
1968,"piab",27.139,23.111,0.4,45.03,77.48
1969,"piab",41.226,26.957,1.4,31.53,66.82
1969,"piab",31.898,24.666,0.7,98.46,48.49
1968,"piab",41.392,26.971,1.4,69.91,75.73
1968,"piab",38.914,26.413,1.4,6.43,35.47
1967,"piab",29.5,23.83,0.7,44.06,10.37
1967,"piab",22.2,21.2,0.2,88.31,51.6
1974,"piab",39.52,26.74,1.4,52.44,86.11
1974,"piab",21.656,21.684,0.2,72.5,43.31
1967,"piab",24.3,22.04,0.4,77.07,51.66
1975,"piab",39.742,26.851,1.4,14.33,13.83
1969,"piab",39.256,26.51,1.4,61.83,18.51
1967,"piab",30.1,24.01,0.7,69.37,39.84
1975,"piab",29.048,24.572,0.7,76.81,5.15
1975,"piab",36.308,26.322,1,94.32,16.91
1975,"piab",36.749,26.219,1,35.11,0.55
1975,"piab",32.653,25.082,1,12.11,59.84
1975,"piab",31.998,24.989,0.7,86.87,81.33
1975,"piab",33.982,25.344,1,14.13,94.39
1969,"piab",24.313,22.198,0.4,50.78,89.68
1974,"piab",26.138,23.598,0.4,76.92,89.06
1969,"piab",27.531,23.275,0.7,94.1,17.09
1975,"piab",33.577,25.225,1,20.02,84.51
1975,"piab",31.665,24.708,0.7,75.14,71.6
1969,"piab",37.501,26.086,1.4,99.68,11.69
1975,"piab",25.66,24.164,0.4,88.48,71.36
1975,"piab",33.914,25.725,1,59.81,30.58
1968,"piab",33.511,25.086,1,7.5,19.52
1969,"piab",27.358,23.314,0.4,53.52,48.49
1969,"piab",24.453,22.543,0.4,98.67,1.35
1969,"piab",47.729,28.271,2.3,76.21,18.74
1967,"piab",42.2,27.13,1.4,46.04,84.75
1975,"piab",31.574,25.745,0.7,33.13,38.86
1967,"piab",31.6,24.46,0.7,60.52,30.33
1974,"piab",27.998,23.603,0.7,94.1,17.09
1967,"piab",28.3,23.44,0.7,29.92,94.43
1967,"piab",24.4,22.08,0.4,76.16,25.93
1967,"piab",38.2,26.21,1.4,18.5,49.91
1975,"piab",31.955,24.966,0.7,36.27,30.16
1969,"piab",28.547,23.68,0.7,57.64,86.45
1975,"piab",28.016,25.705,0.7,50.27,30.59
1974,"piab",38.412,26.9,1.4,40.51,28.27
1974,"piab",40.387,26.887,1.4,14.74,64.42
1974,"piab",37.188,26.134,1,56.5,57.24
1967,"piab",25.2,22.37,0.4,34.37,16.31
1975,"piab",26.898,24.504,0.4,82.1,91.94
1975,"piab",41.744,27.816,1.4,98.44,44.57
1975,"piab",39.805,27.033,1.4,87.66,18.48
1975,"piab",29.371,24.652,0.7,77.01,24.48
1975,"piab",40.653,27.279,1.4,63.62,42.37
