"year","species","D_cm","H_m","V_m3","X_utm","Y_utm"
1997,"fasy",31.4,24.8,0.7,92.84,64
1997,"fasy",39.5,25.3,1.4,92.21,94.56
2000,"fasy",26.677,25.518,0.4,3.14,99.42
1997,"fasy",29.2,24.6,0.7,82.28,16.98
1997,"fasy",22.1,23.8,0.2,78.79,76.98
1997,"fasy",22.6,23.9,0.4,78.06,24.21
2000,"fasy",15.827,23.327,0.13,4.72,32.58
1997,"fasy",8,19,0.051,55.7,6.48
1997,"fasy",40,25.3,1.4,26.69,63.69
2000,"fasy",26.678,25.007,0.4,17.73,66.53
2000,"fasy",15.517,27.152,0.13,98.83,27.53
1997,"fasy",16.5,22.7,0.13,61.83,64.41
1997,"fasy",13.5,21.9,0.13,20.7,70.71
2000,"fasy",26.977,24.901,0.4,58.51,25.49
1997,"fasy",21.5,23.7,0.2,46.3,11.54
1997,"fasy",21.3,23.7,0.2,37.28,84.28
1997,"fasy",10.4,20.5,0.051,82.04,82.58
2004,"fasy",25.804,27.341,0.4,36.43,35.3
1997,"fasy",19,23.3,0.2,15.1,56.63
1997,"fasy",26.4,24.3,0.4,86.92,50.53
1997,"fasy",12.3,21.4,0.051,68.18,87.53
1997,"fasy",16.2,22.7,0.13,74.75,0.48
1997,"fasy",13.4,21.8,0.13,26.92,89.96
1997,"fasy",15.9,22.6,0.13,69.62,23.68
1997,"fasy",19.2,23.3,0.2,36.33,12.25
1997,"fasy",28.5,24.5,0.7,6.22,8.3
2000,"fasy",13.863,26.725,0.13,89.15,61.66
2002,"fasy",27.54,25.47,0.7,17.73,66.53
1997,"fasy",27.5,24.5,0.7,76.4,63.29
1997,"fasy",29.5,24.6,0.7,25.64,22.4
1997,"fasy",28.7,24.6,0.7,8,38.37
2000,"fasy",16.226,24.511,0.13,26.45,44.65
2006,"fasy",23.919,28.108,0.4,36.33,12.25
1997,"fasy",28.6,24.6,0.7,29.56,84.83
1997,"fasy",32,24.8,0.7,13.26,67.77
1997,"fasy",6.3,17.3,0.01,72.51,1.16
1997,"fasy",11,20.8,0.051,22.47,67.41
1997,"fasy",35.4,25.1,1,96.01,18.07
2006,"fasy",28.799,25.111,0.7,47.91,96.83
2000,"fasy",20.398,28.947,0.2,74.75,0.48
1997,"fasy",31.6,24.8,0.7,87.72,35.58
1997,"fasy",18.6,23.2,0.2,69.53,54.08
1997,"fasy",30,24.7,0.7,39.67,80.53
2006,"fasy",33.253,26.027,1,46.15,27.15
1997,"fasy",10.6,20.6,0.051,10.78,24.3
1997,"fasy",17.2,22.9,0.13,74.18,88.54
1997,"fasy",17.5,23,0.2,85.09,11.68
1997,"fasy",25.1,24.2,0.4,39.1,25.22
2000,"fasy",24.556,24.756,0.4,30.07,84.58
1997,"fasy",17.5,23,0.2,93.18,35.95
2006,"fasy",23.765,26.858,0.4,59.42,99.73
2006,"fasy",23.324,42.932,0.4,34.57,49.56
1997,"fasy",18.5,23.2,0.2,55.99,89.93
2006,"fasy",28.265,128.153,0.7,60.26,84.24
2006,"fasy",31.017,26.014,0.7,15.63,8.46
1997,"fasy",22.4,23.8,0.2,25.68,69.94
1997,"fasy",13.1,21.7,0.13,18.9,99.31
1997,"fasy",31.6,24.8,0.7,46.3,35.86
1997,"fasy",18.7,23.2,0.2,20.16,85.2
1997,"fasy",8,19,0.051,60.26,84.24
1997,"fasy",28.7,24.6,0.7,53.07,22.51
1997,"fasy",14.9,22.3,0.13,4.96,55.52
2006,"fasy",28.132,25.907,0.7,79.05,83.21
1997,"fasy",13.4,21.8,0.13,4.82,14.62
1997,"fasy",17.5,23,0.2,59.49,74.27
1997,"fasy",13.4,21.8,0.13,51.54,29.34
2006,"fasy",22.582,32.34,0.4,38.81,82.06
1998,"fasy",30.998,24.77,0.7,58.51,52.59
2000,"fasy",26.439,25.238,0.4,84.68,23.2
1997,"fasy",22.6,23.9,0.4,7.24,76.2
1997,"fasy",9.4,20,0.051,92.82,8.64
2000,"fasy",31.937,25.387,0.7,39.67,80.53
2006,"fasy",20.149,26.491,0.2,68.87,60.77
1997,"fasy",26.4,24.3,0.4,81.07,19.36
1997,"fasy",18.7,23.2,0.2,86.23,89.14
2006,"fasy",24.21,30.956,0.4,59.49,74.27
